hotspot_id,h3_cell,center_lat,center_lon,violation_count,hotspot_score,hotspot_category,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station,cluster_id
HS_89618925b2bffff,89618925b2bffff,12.959301336693967,77.57804041970552,1425,0.11754516208859193,Critical,BTP104 - Medical College Circle,TWO_WHEELER,WRONG PARKING,City Market,22
HS_8960145b073ffff,8960145b073ffff,12.998865016133278,77.5720847986004,1410,0.11630784459292254,Critical,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,22
HS_89618925b6fffff,89618925b6fffff,12.965709724440659,77.57935123577114,1407,0.11606038109378866,Critical,BTP082 - KR Market Junction,TWO_WHEELER,WRONG PARKING,City Market,22
HS_8961892cb7bffff,8961892cb7bffff,13.069355380792656,77.5865073615551,1406,0.11597789326074404,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli,11
HS_8960145b547ffff,8960145b547ffff,12.977495643904113,77.5705236128301,1350,0.111358574610245,Critical,BTP048 - Shanthala Junction,AUTO_RICKSHAW,NO PARKING,Chamarajpet,22
HS_89618925b63ffff,89618925b63ffff,12.963564041258365,77.58172203843483,1329,0.10962633011630785,Critical,"BTP080 - NR Road, SP Road Junction",CAR_JEEP,WRONG PARKING,Halasuru Gate,22
HS_89618920b0fffff,89618920b0fffff,12.957781055162462,77.701442892283,1318,0.10871896395281697,Critical,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport,5
HS_8961892e16bffff,8961892e16bffff,12.99640764193975,77.66716347604782,1305,0.10764662212323682,Critical,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Mahadevapura,8
HS_8960169052fffff,8960169052fffff,13.182402701570082,77.67998407618401,1286,0.10607935329538894,Critical,No Junction,CAR_JEEP,NO PARKING,Chikkajala,0
HS_8961892cb4fffff,8961892cb4fffff,13.070415490648262,77.58953492414777,1246,0.10277983997360389,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli,11
HS_8961892e3d3ffff,8961892e3d3ffff,13.005964636190964,77.68600190431579,1188,0.09799554565701558,Critical,No Junction,TWO_WHEELER,WRONG PARKING,K.R. Pura,9
HS_8961892092bffff,8961892092bffff,12.936429615180558,77.69143727612253,1162,0.09585086199785532,Critical,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport,5
HS_8960145b1b7ffff,8960145b1b7ffff,12.975432677542601,77.54762931624687,1137,0.09378866617173967,Critical,BTP069 - MC Circle,TWO_WHEELER,WRONG PARKING,Vijayanagara,24
HS_89618925453ffff,89618925453ffff,12.931108774035975,77.68472005396784,1137,0.09378866617173967,Critical,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport,5
HS_8961892c98bffff,8961892c98bffff,13.034084442603538,77.58772044162937,1129,0.09312876350738267,Critical,No Junction,TWO_WHEELER,NO PARKING,Hebbala,10
HS_89618926397ffff,89618926397ffff,12.840364438188738,77.64644298941452,1122,0.09255134867607027,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Electronic City,3
HS_8961892ec9bffff,8961892ec9bffff,12.971852714139537,77.6565059964633,1120,0.09238637300998102,Critical,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar,16
HS_8960145b5dbffff,8960145b5dbffff,12.972118136651636,77.58066212569537,1102,0.09090159201517777,Critical,BTP038 - Mysore Bank Junction,TWO_WHEELER,NO PARKING,Upparpet,22
HS_8960145b193ffff,8960145b193ffff,12.97646434526937,77.55907568821858,1098,0.09057164068299926,Critical,No Junction,TWO_WHEELER,NO PARKING,Magadi Road,-1
HS_8961892e933ffff,8961892e933ffff,12.983791902122054,77.60553261750874,1098,0.09057164068299926,Critical,BTP211 - Central Street Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar,26
HS_8960145a2b7ffff,8960145a2b7ffff,12.953006965122405,77.54304558560234,1090,0.08991173801864225,Critical,"BTP095 - Satellite Bus Stand, Mysore Road",TWO_WHEELER,WRONG PARKING,Byatarayanapura,-1
HS_8961892e98fffff,8961892e98fffff,12.98055854458168,77.61330313217205,1068,0.08809700569166048,Critical,No Junction,CAR_JEEP,NO PARKING,Shivajinagar,26
HS_8960145b147ffff,8960145b147ffff,12.99251034153174,77.55392942506437,1054,0.08694217602903571,Critical,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",CAR_JEEP,WRONG PARKING,Rajajinagar,23
HS_8960145a69bffff,8960145a69bffff,12.942222235206764,77.57173794273496,1027,0.08471500453683081,Critical,BTP108 - Tagore Park Junction,TWO_WHEELER,WRONG PARKING,Basavanagudi,19
HS_89618925b67ffff,89618925b67ffff,12.962505527498655,77.57869581850632,995,0.08207539387940278,Critical,BTP082 - KR Market Junction,TWO_WHEELER,WRONG PARKING,City Market,22
HS_89618920babffff,89618920babffff,12.951368871177714,77.70012777369645,976,0.0805081250515549,Critical,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HAL Old Airport,5
HS_8960145b6a3ffff,8960145b6a3ffff,12.993461365885471,77.59064881109155,969,0.07993071022024252,Critical,BTP032 - Windsor Circle,TWO_WHEELER,WRONG PARKING,High ground,25
HS_8960145b323ffff,8960145b323ffff,13.008554904176679,77.54878292418903,964,0.07951827105501938,Critical,BTP023 - Mahalaxmi Layout Entrance,TWO_WHEELER,WRONG PARKING,Rajajinagar,23
HS_8960145b00fffff,8960145b00fffff,12.995660974935294,77.57142943996658,958,0.07902334405675163,Critical,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,22
HS_8960145a6d7ffff,8960145a6d7ffff,12.945426349293015,77.57239319319545,925,0.07630124556627897,Critical,BTP108 - Tagore Park Junction,TWO_WHEELER,NO PARKING,Basavanagudi,19
HS_8960145b54bffff,8960145b54bffff,12.981758530571385,77.57420503354466,911,0.07514641590365422,Critical,BTP057 - Anand Rao Junction,AUTO_RICKSHAW,WRONG PARKING,Upparpet,22
HS_8961892c96fffff,8961892c96fffff,13.048010786985785,77.5765189678923,909,0.07498144023756496,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli,-1
HS_8960145b423ffff,8960145b423ffff,12.978526573156591,77.5819730894831,889,0.07333168357667244,Critical,BTP058 - Subbanna Junction,CAR_JEEP,NO PARKING,Upparpet,22
HS_89618920927ffff,89618920927ffff,12.932166211195808,77.68774993058796,880,0.07258929307927081,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,HAL Old Airport,5
HS_8960145b373ffff,8960145b373ffff,13.013877446502654,77.55548924418619,877,0.07234182958013693,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,Malleshwaram,23
HS_8960145b49bffff,8960145b49bffff,12.972061070861429,77.59751074869045,876,0.07225934174709231,Critical,BTP063 - Siddalingaiah Circle,CAR_JEEP,NO PARKING,Cubbon Park,-1
HS_89618920a2bffff,89618920a2bffff,12.966276129135846,77.71725580605394,876,0.07225934174709231,Critical,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport,4
HS_8961892e94fffff,8961892e94fffff,12.995523330260134,77.61355582015858,871,0.07184690258186917,Critical,No Junction,TWO_WHEELER,NO PARKING,Pulikeshinagar(F.Town),20
HS_89618925c6bffff,89618925c6bffff,12.936720269265134,77.61557244387359,868,0.07159943908273529,Critical,BTP135 - UCO Bank Junction,TWO_WHEELER,NO PARKING,Adugodi,14
HS_89601690c2bffff,89601690c2bffff,13.191039786640754,77.64517618448406,825,0.06805246226181638,Critical,No Junction,CAR_JEEP,NO PARKING,Chikkajala,0
HS_8960145b077ffff,8960145b077ffff,12.997805905423998,77.56905859325387,815,0.06722758393137013,Critical,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,22
HS_89618926387ffff,89618926387ffff,12.842513524410174,77.6440718615696,814,0.0671450960983255,Critical,No Junction,TWO_WHEELER,NO PARKING,Electronic City,3
HS_89618925403ffff,89618925403ffff,12.925788117578266,77.67800356819558,794,0.06549533943743298,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,Bellandur,5
HS_8961892421bffff,8961892421bffff,12.912041936787116,77.63863034904476,784,0.06467046110698672,Critical,No Junction,TWO_WHEELER,NO PARKING,HSR Layout,13
HS_8961892541bffff,8961892541bffff,12.926845510906244,77.68103314188804,781,0.06442299760785285,Critical,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Bellandur,5
HS_8960145b3afffff,8960145b3afffff,13.0032068760867,77.55049845089016,756,0.062360801781737196,Critical,"BTP026 - 1st Block Junction, Rajajinagar",CAR_JEEP,WRONG PARKING,Malleshwaram,23
HS_8960145b3d3ffff,8960145b3d3ffff,13.006358679608425,77.56799836219616,753,0.06211333828260331,Critical,No Junction,TWO_WHEELER,NO PARKING,Malleshwaram,22
HS_8960145b437ffff,8960145b437ffff,12.975322351878013,77.581317598356,740,0.06104099645302318,Critical,BTP038 - Mysore Bank Junction,CAR_JEEP,WRONG PARKING,Upparpet,22
HS_8960145b063ffff,8960145b063ffff,13.001009906965384,77.56971391430439,737,0.0607935329538893,Critical,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,22
HS_89601458493ffff,89601458493ffff,12.96905246033686,77.5378998091042,734,0.06054606945475542,Critical,"BTP022 - Marenahalli Junction, Vijayanagar",TWO_WHEELER,WRONG PARKING,Vijayanagara,21
HS_896189242afffff,896189242afffff,12.9056646806173,77.62889099881724,724,0.05972119112430917,Critical,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout,13
HS_8960145a22fffff,8960145a22fffff,12.9658489119973,77.53724512164958,710,0.0585663614616844,Critical,"BTP016 - 5th Main Road, RPC Layout",CAR_JEEP,WRONG PARKING,Vijayanagara,21
HS_8960145b5d7ffff,8960145b5d7ffff,12.967855321823299,77.57698046332845,695,0.057329043966015014,Critical,BTP082 - KR Market Junction,TWO_WHEELER,WRONG PARKING,City Market,22
HS_8961892e3b7ffff,8961892e3b7ffff,12.997466177905894,77.67019333903689,694,0.05724655613297039,Critical,No Junction,BUS,PARKING IN A MAIN ROAD,Mahadevapura,8
HS_8961892e923ffff,8961892e923ffff,12.985937751109661,77.60316119029105,681,0.05617421430339025,Critical,BTP211 - Central Street Junction,AUTO_RICKSHAW,WRONG PARKING,Shivajinagar,26
HS_8960145a30bffff,8960145a30bffff,12.959469114076066,77.52751727148758,680,0.056091726470345625,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Byatarayanapura,15
HS_8960145849bffff,8960145849bffff,12.972256014821763,77.53855451500966,679,0.056009238637301,Critical,BTP028 - Vijayanagar Bus Stand Junction,TWO_WHEELER,WRONG PARKING,Vijayanagara,21
HS_8961892eba3ffff,8961892eba3ffff,13.000873807961767,77.6118402142471,676,0.05576177513816712,Critical,No Junction,TWO_WHEELER,NO PARKING,Pulikeshinagar(F.Town),-1
HS_8960145b06bffff,8960145b06bffff,13.004213914408991,77.5703692538205,676,0.05576177513816712,Critical,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,22
HS_8960145b103ffff,8960145b103ffff,12.986102812430351,77.55261939882277,658,0.05427699414336385,Critical,BTP061 - Bhashyam Circle,TWO_WHEELER,NO PARKING,Rajajinagar,23
HS_8960145b017ffff,8960145b017ffff,12.990311883618732,77.57314493918025,656,0.0541120184772746,Critical,No Junction,TWO_WHEELER,NO PARKING,Sheshadripuram,22
HS_8961892e9afffff,8961892e9afffff,12.980587322353713,77.60487669651708,646,0.053287140146828345,Critical,BTP211 - Central Street Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar,26
HS_89618925a23ffff,89618925a23ffff,12.963506095880321,77.59857039427168,633,0.05221479831724821,Critical,BTP172 - Nanjappa Circle,TWO_WHEELER,NO PARKING,Ashok Nagar,22
HS_89618925b2fffff,89618925b2fffff,12.958242867967453,77.57501437964191,630,0.05196733481811433,Critical,BTP104 - Medical College Circle,TWO_WHEELER,WRONG PARKING,City Market,22
HS_8961892530bffff,8961892530bffff,12.959062323601188,77.64544922429569,630,0.05196733481811433,Critical,No Junction,LIGHT_COMMERCIAL,NO PARKING,Jeevanbheemanagar,16
HS_8961892e0cfffff,8961892e0cfffff,12.995227461434123,77.69786823764227,626,0.05163738348593582,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,Mahadevapura,7
HS_8960169019bffff,8960169019bffff,13.188813573113377,77.6812994656458,620,0.05114245648766807,Critical,No Junction,CAR_JEEP,WRONG PARKING,Devanahalli Airport,0
HS_8960145b697ffff,8960145b697ffff,12.990229191548599,77.59841842632342,619,0.05105996865462344,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar,-1
HS_8961892eca7ffff,8961892eca7ffff,12.9697667624083,77.64201827171635,618,0.05097748082157882,Critical,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar,16
HS_8960145b32bffff,8960145b32bffff,13.011758576354396,77.54943790760471,611,0.05040006599026644,Critical,BTP023 - Mahalaxmi Layout Entrance,CAR_JEEP,WRONG PARKING,Malleshwaram,23
HS_89618920973ffff,89618920973ffff,12.938544576095946,77.69749775856803,611,0.05040006599026644,Critical,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport,5
HS_89618925d97ffff,89618925d97ffff,12.907909448382474,77.60124501094569,601,0.04957518765982018,Critical,BTP130 - GD Mara Junction,TWO_WHEELER,NO PARKING,Mico Layout,-1
HS_8960145b52bffff,8960145b52bffff,12.974319269628984,77.56144617373971,590,0.04866782149632929,Critical,BTP074 - Leprosy Hospital Junction,TWO_WHEELER,WRONG PARKING,Magadi Road,-1
HS_8960145a06bffff,8960145a06bffff,12.95194839831039,77.54002092015361,590,0.04866782149632929,Critical,BTP096 - Gali Anjaneya Temple,TWO_WHEELER,NO PARKING,Byatarayanapura,-1
HS_89618924203ffff,89618924203ffff,12.910984533466166,77.63560250473422,586,0.04833787016415079,Critical,No Junction,TWO_WHEELER,NO PARKING,HSR Layout,13
HS_89618925123ffff,89618925123ffff,12.933452538750462,77.63176943519346,575,0.0474305040006599,Critical,No Junction,TWO_WHEELER,NO PARKING,Adugodi,-1
HS_89618920a23ffff,89618920a23ffff,12.963069801662392,77.71659793883055,568,0.04685308916934752,Critical,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport,4
HS_89618920a3bffff,89618920a3bffff,12.96412754800157,77.71962931827424,558,0.04602821083890126,Critical,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport,4
HS_896189219cfffff,896189219cfffff,12.987597932862965,77.73570523171428,553,0.045615771673678134,Critical,No Junction,TWO_WHEELER,PARKING ON FOOTPATH,Mahadevapura,-1
HS_8960145b303ffff,8960145b303ffff,13.008529268490514,77.55720481371395,551,0.04545079600758888,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Malleshwaram,-1
HS_8960145b02fffff,8960145b02fffff,12.995687681902314,77.5630065542416,549,0.04528582034149963,Critical,No Junction,TWO_WHEELER,NO PARKING,Sheshadripuram,-1
HS_8960145b583ffff,8960145b583ffff,12.963592603741283,77.57329905534101,548,0.045203332508455006,Critical,"BTP083 - AS Char Street, Mysore Road",CAR_JEEP,WRONG PARKING,City Market,22
HS_8961892ed2fffff,8961892ed2fffff,12.973061369991267,77.61739020563411,545,0.04495586900932112,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,Halasur,26
HS_89618925957ffff,89618925957ffff,12.937900440658002,77.58490149940478,544,0.0448733811762765,Critical,No Junction,TWO_WHEELER,NO PARKING,Wilson Garden,17
HS_8960145b5c3ffff,8960145b5c3ffff,12.971059485347478,77.57763586148468,541,0.04462591767714262,Critical,BTP043 - Upparpet Junction,TWO_WHEELER,WRONG PARKING,City Market,22
HS_896014594d3ffff,896014594d3ffff,13.02878661713345,77.57258599278444,541,0.04462591767714262,Critical,No Junction,CAR_JEEP,WRONG PARKING,Sadashivanagar,10
HS_89601459563ffff,89601459563ffff,13.031029347929858,77.53652471455982,537,0.04429596634496412,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Yeshwanthpura,6
HS_89618925c03ffff,89618925c03ffff,12.926016584498957,77.61900292915767,527,0.04347108801451786,Critical,BTP137 - Madiwala Traffic PS Junction,CAR_JEEP,NO PARKING,Madiwala,-1
HS_8961892e907ffff,8961892e907ffff,12.984850592590833,77.60856005190705,524,0.04322362451538398,Critical,No Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar,26
HS_89618925357ffff,89618925357ffff,12.960120410127335,77.64847790899147,518,0.04272869751711623,Critical,No Junction,AUTO_RICKSHAW,NO PARKING,Jeevanbheemanagar,16
HS_89618924053ffff,89618924053ffff,12.893868074596934,77.63772012114136,518,0.04272869751711623,Critical,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu,12
HS_8960145b1a7ffff,8960145b1a7ffff,12.977577442578214,77.5452590949821,508,0.041903819186669966,Critical,BTP068 - Veeresh Theatre Junction,TWO_WHEELER,NO PARKING,Vijayanagara,24
HS_8960145b4dbffff,8960145b4dbffff,12.979528676651015,77.60184944191849,494,0.0407489895240452,Critical,BTP211 - Central Street Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar,26
HS_896189259bbffff,896189259bbffff,12.927229543319749,77.57990926552993,493,0.04066650169100058,Critical,"BTP189 - New Diagonal Road, Jayanagar",TWO_WHEELER,NO PARKING,Jayanagara,17
HS_8960145b10fffff,8960145b10fffff,12.988247504861445,77.55024899689585,493,0.04066650169100058,Critical,BTP018 - Dhobi Ghat Junction,CAR_JEEP,WRONG PARKING,Vijayanagara,23
HS_8961892e55bffff,8961892e55bffff,12.979197566101265,77.69458049784022,489,0.040336550358822075,High,No Junction,LIGHT_COMMERCIAL,NO PARKING,Mahadevapura,-1
HS_8961892e483ffff,8961892e483ffff,12.970573034648806,77.71250887103814,487,0.040171574692732824,High,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport,4
HS_8961892ed2bffff,8961892ed2bffff,12.974119829068249,77.62041797846462,485,0.04000659902664357,High,No Junction,CAR_JEEP,NO PARKING,Halasur,26
HS_8961892e997ffff,8961892e997ffff,12.975207648002351,77.61501862776264,467,0.0385218180318403,High,No Junction,CAR_JEEP,NO PARKING,Halasur,26
HS_89618920a37ffff,89618920a37ffff,12.959863480153562,77.7159400901183,458,0.03777942753443867,High,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport,4
HS_8960145b10bffff,8960145b10bffff,12.989306573982473,77.5532744027143,458,0.03777942753443867,High,"BTP204 - ESI Hospital, Rajajinagar",AUTO_RICKSHAW,WRONG PARKING,Rajajinagar,23
HS_8961892420fffff,8961892420fffff,12.91313222590844,77.6332310466107,454,0.03744947620226017,High,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout,13
HS_89618925b03ffff,89618925b03ffff,12.956068102101627,77.58580820442012,448,0.03695454920399241,High,BTP192 - Urvashi Theater,CAR_JEEP,NO PARKING,Wilson Garden,22
HS_896014582dbffff,896014582dbffff,13.017155979466725,77.53088068376357,447,0.036872061370947784,High,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar,6
HS_896014586c7ffff,896014586c7ffff,13.000028978304872,77.5414225083323,445,0.03670708570485853,High,"BTP206 - Shankara Mutt Circle, Vijayanagar",TWO_WHEELER,WRONG PARKING,Vijayanagara,23
HS_8960145b18bffff,8960145b18bffff,12.981813169813451,77.55736029358474,444,0.03662459787181391,High,BTP010 - Rajajinagar Entrance,TWO_WHEELER,NO PARKING,Magadi Road,23
HS_8960145b4b3ffff,8960145b4b3ffff,12.968885400675417,77.58843043512006,441,0.03637713437268003,High,BTP076 - Hudson Circle,TWO_WHEELER,NO PARKING,Halasuru Gate,-1
HS_89601458497ffff,89601458497ffff,12.96799361739875,77.53487517932844,439,0.03621215870659078,High,"BTP022 - Marenahalli Junction, Vijayanagar",TWO_WHEELER,NO PARKING,Vijayanagara,21
HS_8961892e01bffff,8961892e01bffff,12.994169116621704,77.69483736377013,435,0.03588220737441227,High,No Junction,AUTO_RICKSHAW,NO PARKING,Mahadevapura,7
HS_8961892c9c7ffff,8961892c9c7ffff,13.03728868400129,77.5883761716097,432,0.035634743875278395,High,No Junction,TWO_WHEELER,WRONG PARKING,Hebbala,10
HS_8961892e28fffff,8961892e28fffff,13.01019893044874,77.6981252860406,431,0.03555225604223377,High,No Junction,CAR_JEEP,WRONG PARKING,K.R. Pura,9
HS_89618925983ffff,89618925983ffff,12.926141126000608,77.5853057699289,425,0.035057329043966017,High,"BTP226 - 33rd Cross, 11th Main, Jayanagar",CAR_JEEP,NO PARKING,Jayanagara,17
HS_8961892ecbbffff,8961892ecbbffff,12.97188330155644,77.64807571857924,423,0.034892353377876766,High,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Jeevanbheemanagar,16
HS_89618925a5bffff,89618925a5bffff,12.972002910151469,77.61436255651213,422,0.03480986554483214,High,No Junction,CAR_JEEP,NO PARKING,Halasur,26
HS_896189242abffff,896189242abffff,12.906722039531703,77.6319185399078,414,0.03414996288047513,High,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout,13
HS_8960145b097ffff,8960145b097ffff,12.982817365662594,77.57723127422814,407,0.03357254804916275,High,BTP054 - Shivananda Circle,CAR_JEEP,NO PARKING,High ground,22
HS_8960145b25bffff,8960145b25bffff,13.024471752507866,77.58575336254033,407,0.03357254804916275,High,No Junction,CAR_JEEP,WRONG PARKING,R.T. Nagar,10
